rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
1,near_miss,MGX.AX,MGX RESOURCES LTD,0.35,,-5.33,-6.58,4.41,0.98,1D <= -4.0%,,"MGX Resources (ASX:MGX) Share Price Down 24% in 6 Months: Does the $38 Million Groundrush Deal Change the Story? - Kalkine | MGX Resources (ASX:MGX) Shares Confront Koolan Write Downs And Cash Rich Pivot - simplywall.st | MGX Resources Limited (ASX:MGX) - Shares, Dividends & News - intelligentinvestor.com.au | What Does MGX Resources (ASX:MGX)'s Decline Deal and Gold Strategy Mean for Market participants? - Kalkine Media | Metagenomi, Inc. Common Stock (NASDAQ: MGX) Share Price, MGX Stock News, MGX Share Price & Updates - Kalkine",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent. Market cap temporarily unavailable; retained because ticker is in the broad A300 universe.",
2,near_miss,ARU.AX,ARAFURA RARE EARTHS LTD,0.19,1123411200.0,-2.63,-9.76,-5.13,0.97,5D <= -8.0%,,"Arafura Rare Earths (ASX:ARU): Rare Earths Development Strategy Remains Under Investor Watch - Kalkine | Rare earths prices just hit three-year highs — why ASX stocks like LYC, ILU and ARU aren’t moving… yet - Market Index | Could Arafura Rare Earths (ASX:ARU) Draw Attention Among Rare Earth Minerals Stocks as Critical Minerals Stay in Focus? - Kalkine Media | Rare Earths Stocks: 5 Biggest ASX Companies in 2026 - Investing News Network | Arafura Rare Earths (ASX:ARU) After Its Supply Deal And Funding Progress, Is It Undervalued - simplywall.st",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
3,near_miss,QAL.AX,QUALITAS LTD,2.68,807817728.0,-1.11,-3.32,-16.5,1.19,20D <= -15.0%,,Beyond the Daily Move: What Investors Are Watching at Qualitas (ASX:QAL)? - Kalkine | Need To Know: The Consensus Just Updated Its Qualitas Limited (ASX:QAL) Estimates For 2026 - simplywall.st | 4 ASX shares scoring upgraded ratings this week - The Motley Fool Australia | Qualitas (ASX: QAL) - Why This Real Estate Credit Stock Is Under Watch - Kalkine | Qualitas (ASX:QAL): Why Is an ASX 300 Entry in Focus? - Kalkine Media,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
4,near_miss,NWL.AX,NETWEALTH GROUP LTD,20.37,5000247808.0,-0.83,-5.03,-16.82,1.24,20D <= -15.0%,,"Netwealth Group (ASX:NWL): Why This Could Be One ASX Financial Stock Investors May Be Watching Into September - Kalkine | Is Netwealth Group (ASX:NWL) in Focus Among Midcap Stocks? - Kalkine Media | Netwealth Shares Bounce 22%, As Momentum Shifts: The Latest - thebull.com.au | 2 ASX 200 stocks that could rise 31% and 121% - The Motley Fool Australia | Netwealth Group (ASX:NWL) Falls — Is Its Premium Valuation Coming Under Pressure? - Kalkine",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
5,near_miss,MAD.AX,MADER GROUP LTD,6.21,1263497344.0,-0.64,0.98,-16.42,0.71,20D <= -15.0%,,Mader Group Ltd (ASX:MAD) Shares Hit Fresh 52-Week Low: What Investors Should Know - Kalkine | Record FY26 Profitability and EPS Lift Could Be A Game Changer For Mader Group (ASX:MAD) - simplywall.st | MAD Forecast — Price Target — Prediction for 2027 - TradingView | Mader Group (ASX:MAD): Bearish Engulfing and Trendline Breakdown Signal Downside Risk - Kalkine | This ASX industrials stock just jumped 4% in a single day and is tipped to keep climbing - The Motley Fool Australia,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
6,near_miss,HUB.AX,HUB24 LTD,73.39,6035722240.0,-0.39,-3.58,-16.95,1.28,20D <= -15.0%,,"HUB24 Limited (ASX:HUB) Share Price Falls as Investors Assess Growth Expectations and FY26 Outlook - Kalkine | HUB24 Limited's (ASX:HUB) latest 10.0% decline adds to one-year losses, institutional investors may consider drastic measures - simplywall.st | 3 overvalued ASX shares going into earnings - Morningstar Australia | Why this struggling ASX tech stock could surprise investors - The Motley Fool Australia | HUB24 (ASX:HUB): The Road Ahead for the Stock - Kalkine",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
7,near_miss,DOW.AX,DOWNER EDI LTD,6.37,4197897984.0,-0.31,-0.42,-16.68,0.88,20D <= -15.0%,,ASX Stocks Going Ex-Dividend Tomorrow: Downer EDI (ASX:DOW) - Kalkine | Why Could Downer EDI (ASX:DOW) Enter the Value Stocks Spotlight? - Kalkine Media | Downer EDI (ASX:DOW): Final Dividend Lifts Full-Year Shareholder Distribution - Kalkine | REA and Downer EDI Ltd: 2 ASX shares to dig into - Rask Media | Is It Time To Consider Buying Downer EDI Limited (ASX:DOW)? - simplywall.st,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
8,near_miss,SGH.AX,SGH LTD,38.4,15628730368.0,0.18,-3.03,-16.29,0.98,20D <= -15.0%,,SGH Limited Cancels 1.4 Million Shares Under On-Market Buy-Back - Kalkine | SGH Limited Shares: Can Contract Wins and Execution Drive the Next Breakout? - Kalkine | SGH Ltd posts strong FY26 profit despite revenue dip - The Motley Fool Australia | Is Now An Opportune Moment To Examine SGH Limited (ASX:SGH)? - Yahoo Finance | Why Investors Shouldn't Be Surprised By SGH Limited's (ASX:SGH) P/E - simplywall.st,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
9,near_miss,CNI.AX,CENTURIA CAPITAL GROUP,1.24,,0.4,3.77,-16.22,0.88,20D <= -15.0%,,Centuria Capital Group (ASX:CNI) Enters FY27 With Record Assets and New Digital Ambitions - Kalkine | Centuria Capital Group (ASX:CNI) Shares Trail A Profitable Recovery Story - simplywall.st | Centuria Capital Group Reports Lapse of Performance Rights Tranche - The Globe and Mail | Centuria Capital Group (ASX: CNI) Faces a Mixed FY26: Can Operating Growth Restore Confidence? - Kalkine | Centuria Capital Group (ASX:CNI) Examining Its Listed Real Estate Market Profile and Trading Activity - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent. Market cap temporarily unavailable; retained because ticker is in the broad A300 universe.",
10,near_miss,TPW.AX,TEMPLE & WEBSTER GROUP LTD,4.84,564086208.0,0.41,0.83,-20.0,0.72,20D <= -15.0%,,"Why Temple & Webster (ASX:TPW) Shares Are Under Pressure Today? - Kalkine | Temple & Webster (ASX:TPW) Shares Reset As Margins Thin And Earnings Slip - simplywall.st | Buy, hold, sell: Breville, Car Group, Temple & Webster shares - The Motley Fool Australia | What Does Temple & Webster (ASX:TPW)'s Record Year and Higher Guidance Mean for Market participants? - Kalkine Media | Temple & Webster (ASX:TPW) FY26 Results: Record Revenue Meets a Sharper FY27 Trading Challenge - Kalkine",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
