rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
1,near_miss,ARU.AX,ARAFURA RARE EARTHS LTD,0.2,1244861056.0,-6.82,-6.82,2.5,0.56,1D <= -4.0%,,"Rare earths prices just hit three-year highs — why ASX stocks like LYC, ILU and ARU aren’t moving… yet - Market Index | Rare Earths Stocks: 5 Biggest ASX Companies in 2026 - Investing News Network | Arafura Rare Earths (ASX:ARU) After Its Supply Deal And Funding Progress, Is It Undervalued - simplywall.st | Arafura Rare Earths (ASX:ARU) Draws Strategic Minerals Attention as Rare Earths Demand Builds - Kalkine | This ASX rare earths stock is rocketing 14% on big news - The Motley Fool Australia",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
2,near_miss,BRE.AX,BRAZILIAN RARE EARTHS LTD,4.05,1118422656.0,-5.81,-4.93,8.0,2.75,1D <= -4.0%,,"Brazilian Rare Earths Shares Under Pressure, Down 14% This Week - thebull.com.au | BRAZILIAN RARE EARTHS LTD Share Price - BRE, RNS News, Articles, Quotes, & Charts (ASX:BRE) - Proactive financial news | Brazilian Rare Earths (ASX:BRE) Share Price Falls 8% Today, Company Withdraws Production and Financial Forecasts - Kalkine | BRE:ASX Announcement - Brazilian Rare Earths Updated Scoping Study Presentation - 18 Aug 2026 - Market Index | Brazilian Rare Earths (ASX:BRE) Maps Out Large-Scale Rare Earth Development Pathway - Kalkine",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
3,near_miss,NXT.AX,NEXTDC LTD,13.9,10569786368.0,-5.63,-3.74,-0.57,1.04,1D <= -4.0%,,Why are NEXTDC (ASX:NXT) Shares Down Today? - Kalkine | NEXTDC (ASX:NXT) Catalyst Watch: What Could Move Shares Next on 19 August - Kalkine Media | Nextdc Ltd (NXT) Stock Forum and Discussion - Moomoo | Pure-play data center share raises capital to fund AI demand - Morningstar Australia | NEXTDC (ASX:NXT) Following Contract Wins And Funding Tests Whether The Stock Is Fully Valued - simplywall.st,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
4,near_miss,CNI.AX,CENTURIA CAPITAL GROUP,1.38,,-5.5,-7.72,-16.92,0.96,1D <= -4.0%; 20D <= -15.0%,,Centuria Capital Group (ASX:CNI) Shares Surge as AI Infrastructure Plans Gain Market Attention - Kalkine | Centuria Capital Group (ASX:CNI) Share Price in Focus as Real Estate Stocks Slip - Kalkine | How The Centuria Capital Group (ASX:CNI) Narrative Is Shifting With Steady Valuation And New Guidance - Yahoo Finance | How a Major Equity Raising and Sydney Office Expansion At Centuria Capital Group (ASX:CNI) Has Changed Its Investment Story - simplywall.st | Centuria Capital Group wraps up $300m equity raise and shares resume trading - The Motley Fool Australia,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent. Market cap temporarily unavailable; retained because ticker is in the broad A300 universe.",
5,near_miss,JDO.AX,JUDO CAPITAL HOLDINGS LTD,1.01,1139188992.0,-5.14,9.14,12.15,2.02,1D <= -4.0%,downgrade,"Judo Capital Holdings (ASX:JDO) Stock Outlook: What Lies Ahead - Kalkine | Judo Capital reports FY26 earnings and upbeat outlook - The Motley Fool Australia | Fears of deteriorating loan quality sends bank share plummeting - Morningstar Australia | Judo shares crash 46% on shock downgrade, now at its cheapest valuation ever - Market Index | Brokers tip these 3 ASX shares to climb another 50% to 66% - The Motley Fool Australia",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
6,near_miss,CGF.AX,CHALLENGER LTD,9.8,6679532032.0,-5.04,0.62,-7.81,2.19,1D <= -4.0%,,"Challenger (ASX:CGF): Stocks to Keep on Your Watchlist as They Go Ex-Dividend Tomorrow - Kalkine | This Insider Has Just Sold Shares In Challenger - simplywall.st | Why ASX, Challenger, Flight Centre, and Goodman shares are falling today - The Motley Fool Australia | Challenger Shares Hit Highest Level In Years: Here’s Why - thebull.com.au | Challenger (ASX:CGF) share price rises after reducing bid for Pepper Money (ASX:PPM) - Rask Media",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
7,near_miss,DTL.AX,DATA#3 LTD,9.43,1462384128.0,-4.94,-5.89,-5.7,1.93,1D <= -4.0%,,Data#3 (ASX:DTL) Inches Up as IT Services Stocks Benefit From a Positive Session - Kalkine | Data#3 Ltd (ASX:DTL): Why the Market Is Watching This IT Stock - Kalkine | DTL Forecast — Price Target — Prediction for 2027 - TradingView | High Growth Tech Stocks In Australia For February 2026 - simplywall.st | Why Is Data#3 (ASX:DTL) Share Price Falling Today? - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
8,near_miss,LTR.AX,LIONTOWN LTD,1.15,3655977472.0,-4.56,-7.63,-6.88,1.06,1D <= -4.0%,,Liontown Ltd (ASX:LTR): Worth Watching After Today Rise? - Kalkine | Liontown Resources (ASX:LTR) Catalyst Watch: What Could Move Shares Next on 19 August - Kalkine Media | Down 43%! What on earth happened with Liontown shares in July? - The Motley Fool Australia | Liontown Drops 7.3% as 6-Point Lithium-Peer Disparity Challenges Cash Recovery - ts2.tech | Liontown Limited (ASX: LTR) Sinks 5.3% as More Than 30 Million Shares Change Hands - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
9,near_miss,EQT.AX,EQT HOLDINGS LTD,20.1,538541504.0,-4.47,12.98,11.6,2.4,1D <= -4.0%,,"Why EQT Stock (ASX:EQT) Is Up 20% Today? - Kalkine | TPG bids $468 million for Australia's EQT; stock logs best day in 41 years - Reuters | EQT Holdings (ASX:EQT) Under Spotlight After TPG Global Acquisition Proposal Emerges - Kalkine | TPG Global, LLC signed a letter of intent to acquire EQT Holdings Limited for AUD 658 million. - marketscreener.com | TPG Global Proposes A$24.55 Per Share Unsolicited Takeover Bid for EQT Holdings - Kalkine Media",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
10,near_miss,A2M.AX,A2 MILK CO LTD,6.78,4918389760.0,-4.37,-1.45,-3.0,1.34,1D <= -4.0%,,A2 Milk (ASX:A2M) share price falls after mixed FY26 result and guidance - Rask Media | The a2 Milk Company (ASX:A2M) Share Price Update for Investors - Kalkine | Ask the analyst: What to expect in earnings season? - Morningstar Australia | ASX:A2M Graham Number: A$2.95 — 12% Below Median - GuruFocus | A2 Milk shares jump again as China worries start to ease - The Motley Fool Australia,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
11,near_miss,LOV.AX,LOVISA HOLDINGS LTD,22.88,2533696768.0,-4.23,-8.52,4.71,1.22,1D <= -4.0%; 5D <= -8.0%,,"Lovisa Holdings Ltd (ASX:LOV) Stock: Market Dynamics & Long-Term Value Assessment - Kalkine | 3 ASX Stocks That May Be Undervalued By Up To 49.7% - simplywall.st | Lovisa Holdings Ltd (ASX:LOV) Momentum Builds on Sector Strength - Kalkine | Lovisa shares are getting hammered on a profit miss, but is the stock still a buy? - The Motley Fool Australia | Investors Interested In Lovisa Holdings Limited's (ASX:LOV) Earnings - simplywall.st",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
