rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
1,near_miss,PME.AX,PRO MEDICUS LTD,191.6,20016447488.0,-6.99,7.12,19.88,1.2,1D <= -4.0%,,Pro Medicus (ASX:PME) Shares Command Perfection As Non Cash Profit Concerns Linger - simplywall.st | Pro Medicus shares rocket on FY26 results and FY27 could be even better - Market Index | Why Pro Medicus (ASX:PME) Shares Are Trading Higher on Tuesday? - Kalkine | Are Pro Medicus shares now too cheap to ignore? - The Motley Fool Australia | Avoid these overvalued ASX shares - Morningstar Australia,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
2,near_miss,IMD.AX,IMDEX LTD,3.59,1867815424.0,-6.75,-6.75,0.0,2.46,1D <= -4.0%,,IMDEX Limited (ASX:IMD) Share Price Rises as Market Assesses Record FY26 Results and Investment Phase - Kalkine | Could Imdex (ASX:IMD) Share Quotation Shift Its Market Story? - Kalkine Media | IMDEX (ASX:IMD) Builds Mining Technology Platform Through Acquisitions and Digital Growth - Kalkine | Can this red hot ASX materials stock keep charging higher? - The Motley Fool Australia | IMD Forecast — Price Target — Prediction for 2027 - TradingView,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
3,near_miss,ELS.AX,ELSIGHT LTD,5.9,1311974016.0,-6.5,-9.79,-0.67,1.04,1D <= -4.0%; 5D <= -8.0%,,"Why Is Elsight (ASX:ELS) Share Price Rising Today? - Kalkine | Up 1,800% in a year, this ASX stock just hit another record high - The Motley Fool Australia | Is Strengthening Drone‑Defence Demand Altering The Investment Case For Elsight (ASX:ELS)? - simplywall.st | ASX Value Picks Elsight And 2 Others Trading Below Estimated Worth - Yahoo Finance | Elsight (ASX:ELS) Tumbles 8% Despite Tripling in a Year — What Is Rattling the Drone Connectivity Stock? - Kalkine",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
4,near_miss,CHC.AX,CHARTER HALL GROUP,20.71,9795771392.0,-6.33,-10.89,-6.96,4.09,1D <= -4.0%; 5D <= -8.0%,,Charter Hall Group (ASX:CHC) Examining Its Listed Real Estate Market Profile and Trading Activity - Kalkine | Charter Hall Group (ASX:CHC) Shares Face Margin Squeeze Despite Fee Growth - simplywall.st | Charter Hall Group (ASX:CHC): Property Funds Platform and Capital Inflows Remain in Focus - Kalkine | Weekly wrap: Aussie shares sink 0.6% as US Bonds defy Bessent intervention - smallcaps.com.au | ASX property share lifts guidance despite sector headwinds - Morningstar Australia,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
5,near_miss,RIC.AX,RIDLEY CORP LTD,2.72,1019600384.0,-6.21,-5.88,-3.2,3.53,1D <= -4.0%,,"Ridley Corporation Ltd (ASX: RIC) Share Price, RIC Stock News, RIC Share Price & Updates - Kalkine | Ridley Corporation (ASX:RIC): Can Fertiliser Expansion Keep Earnings Moving Higher? - Kalkine | RIC Forecast — Price Target — Prediction for 2027 - TradingView | Ridley Corporation (ASX:RIC) Advances Agricultural Expansion Strategy After Transformational FY26 Growth - Kalkine | Which rural products company's shares are up almost 20% on solid results? - The Motley Fool Australia",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
6,near_miss,DRO.AX,DRONESHIELD LTD,1.83,1691086080.0,-6.15,-6.63,-10.29,0.97,1D <= -4.0%,,"Is the DroneShield share price now too cheap to ignore? - The Motley Fool Australia | DroneShield (ASX:DRO) Advances Counter-Drone Technology Platform Ahead of Key Half-Year Results - Kalkine | DroneShield (ASX:DRO) Wins New Contracts, Is The Valuation Gap Too Wide? - simplywall.st | ASX Movers Today: DroneShield (ASX:DRO) in focus as fresh reporting catalysts reshapes AI Stocks - Kalkine Media | DroneShield Shares Fall 29% in July As Bulls Search For Support - thebull.com.au",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
7,near_miss,MSB.AX,MESOBLAST LTD,2.36,3060827648.0,-5.98,6.79,6.31,1.4,1D <= -4.0%,,Mesoblast (ASX:MSB) Advances Cell-Therapy Pipeline as Commercial Growth and Clinical Milestones Shape Outlook - Kalkine | Mesoblast share price jumps on blockbuster news - The Motley Fool Australia | Is Mesoblast (ASX:MSB) Undervalued Following FDA Progress For Rexlemestrocel L? - simplywall.st | Mesoblast (ASX:MSB) hits 300 patients in the trial that could dwarf Ryoncil - Stocks Down Under | Why Mesoblast Ltd (ASX:MSB) Has Become a Stock That Investors Are Monitoring - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
8,near_miss,PYC.AX,PYC THERAPEUTICS LTD,2.07,2035866624.0,-5.91,-3.27,24.7,1.55,1D <= -4.0%,,PYC Therapeutics (ASX: PYC) Stock Moves Higher After Clinical Pipeline Update - Kalkine | Pleasing Signs As A Number Of Insiders Buy PYC Therapeutics Stock - simplywall.st | PYC Therapeutics (ASX:PYC): Should You Consider Stock For Portfolio? - Kalkine | PYC Stock Price and Chart — ASX:PYC - TradingView | This ASX biotech stock could more than double Canaccord Genuity says - The Motley Fool Australia,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
9,near_miss,MGH.AX,MAAS GROUP HOLDINGS LTD,5.82,2102959744.0,-5.67,3.74,9.4,1.58,1D <= -4.0%,,"MAAS Group Holdings (ASX:MGH) Shares Face Debt Scrutiny After Record EBITDA - simplywall.st | MAAS Group (ASX:MGH): Can Data-Centre Infrastructure Lift the Next Earnings Cycle? - Kalkine | Why MAAS Group Holdings (ASX:MGH) Is Up 12.6% After A$1.7b Asset Sale And Record Earnings - simplywall.st | Maas Group Holdings FY26 Profit Surges 57%, Stock in Focus - Kalkine | Maas Group Holdings: ACCC approves construction materials sale to Heidelberg - The Motley Fool Australia",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
10,near_miss,CU6.AX,CLARITY PHARMACEUTICALS LTD,2.48,925241408.0,-5.34,-5.7,5.53,1.06,1D <= -4.0%,,Clarity Pharmaceuticals (ASX:CU6): How Much Pipeline Progress Is Priced In? - Kalkine | Clarity Pharmaceuticals (ASX:CU6) Gains Attention as Clinical Milestones and Manufacturing Plans Progress - Kalkine | Clarity Pharmaceuticals Ltd's (ASX:CU6) market cap dropped AU$145m last week; individual investors who hold 48% were hit as were institutions - simplywall.st | 3 ASX Growth Stocks With High Insider Ownership And Up To 34% Earnings Growth - simplywall.st | Clarity Pharmaceuticals Ltd (ASX:CU6) edges higher on sector tailwinds - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
