rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
1,near_miss,MSB.AX,MESOBLAST LTD,2.23,2895763712,-6.3,-5.51,-5.51,1.04,1D <= -4.0%,,Mesoblast (ASX:MSB): Ryoncil Revenue and Pipeline Expansion Redefine the Commercial Story - Kalkine | Mesoblast share price jumps on blockbuster news - The Motley Fool Australia | Analysts Just Shaved Their Mesoblast Limited (ASX:MSB) Forecasts Dramatically - simplywall.st | Mesoblast (ASX:MSB): What Could Drive Its Next Move? - kalkinemedia.com | Mesoblast Shares Flip From Laggard To ASX 200 Leader: Here’s Why - thebull.com.au,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
2,near_miss,PNR.AX,PANTORO GOLD LTD,2.72,1060057536,-5.88,0.37,5.43,0.46,1D <= -4.0%,,"Regal Partners Boosts Stake in Pantoro Gold Ltd to 12.07%, Reveals Latest Substantial Holding Notice - kalkinemedia.com | Pantoro Gold (ASX:PNR) Rises 10% as Norseman Reset Targets Better FY27 Delivery - Kalkine | This ASX gold stock just crashed 20%. Here's why investors are selling - The Motley Fool Australia | What Do Pantoro Gold’s Norseman Updates Reveal About Its Long‑Term Strategy (ASX:PNR)? - Yahoo Finance | Pantoro Gold Ltd (ASX:PNR) Rises on 17 August 2026 — Keep It on Your Radar? - Kalkine",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
3,near_miss,BAP.AX,BAPCOR LTD,0.83,558385024,-5.14,22.06,86.52,0.74,1D <= -4.0%,impairment,"Is Bapcor Ltd (ASX:BAP) Stock Positioned for Growth - Kalkine | Bapcor Ltd FY26 earnings: turnaround gains, big impairment loss - The Motley Fool Australia | Bapcor earnings: Under review amid sharply lower profits and a massively dilutive equity raise - Morningstar Australia | Why Is Bapcor Limited (ASX:BAP) in Focus? - kalkinemedia.com | Bapcor Ltd (AX: BAP) Share Price, BAP Stock News, BAP Share Price & Updates - Kalkine",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
4,near_miss,A4N.AX,ALPHA HPA LTD,0.62,892916352,-4.65,10.81,14.95,0.59,1D <= -4.0%,,Can Alpha HPA (ASX:A4N) Reverse Its Longer-Term Share Price Weakness? - Kalkine | Bell Potter says this ASX 300 share could rise 75% - The Motley Fool Australia | Insights: Alpha HPA Ltd (ASX:A4N) - smallcaps.com.au | Alpha HPA Limited Actuals & Estimates (ASX:A4N) - TradingView | A Look At Alpha HPA’s Valuation After Government Backed A$225 Million Equity Raise - simplywall.st,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
5,near_miss,ELV.AX,ELEVRA LITHIUM LTD,7.53,1460940800,-4.56,-8.73,-11.62,1.22,1D <= -4.0%; 5D <= -8.0%,,Elevra Lithium Ltd (ASX:ELV) Corporate Presentation - Outlines Growth Strategy for North American Lithium Platform - ABN Newswire | Elevra Lithium Ltd (ASX: ELV) NAL Expansion Pre-Feasibility Study - marketscreener.com | Elevra Lithium (ASX:ELV) Remains in Focus Following Financing Package and Portfolio Simplification Update - Kalkine | Why Is Elevra Lithium Limited (ASX:ELV) in Focus? - kalkinemedia.com | Elevra Lithium (ASX:ELV): Should You Consider Stock After Sharp Drop? - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
6,near_miss,CYL.AX,CATALYST METALS LTD,6.6,1740215552,-4.07,1.23,0.92,0.53,1D <= -4.0%,,"Catalyst Metals (ASX: CYL) — Why This Growing Gold Producer Is Attracting Investor Attention - Kalkine | Buy, hold, sell: PLS Group, Catalyst Metals, Sandfire Resources shares - The Motley Fool Australia | Is Catalyst Metals’ Profit and Sales Surge Reshaping The Investment Case For Catalyst Metals (ASX:CYL)? - simplywall.st | Catalyst Metals (ASX:CYL) Faces a Rough ASX Open as Oil Surges - kalkinemedia.com | Catalyst Metals (ASX: CYL): Catalyst Metals Drops 2% - Is the Gold Stock Rally Running Out of Steam or Just Pausing? - Kalkine",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
7,near_miss,XRO.AX,XERO LTD,76.24,13468677120,-3.94,-8.0,-1.94,0.52,5D <= -8.0%,,"Xero shares jump 33% from a 7-year low: Buy, sell or hold? - The Motley Fool Australia | Why Is Xero (ASX:XRO) Accelerating United States Growth? - kalkinemedia.com | Xero (ASX:XRO) share price falls 3% as CEO sells shares - Rask Media | What Does Xero's (ASX:XRO) Latest Share Price Decline Mean for Investors? - Kalkine | What did Morningstar subscribers buy and sell during June? - Morningstar Australia",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
8,near_miss,TNE.AX,TECHNOLOGY ONE LTD,29.68,9716298752,-3.89,-8.93,-10.41,1.04,5D <= -8.0%,,Technology One Limited (ASX:TNE): Could the ASX Tech Rebound Put This Growth Stock Back in Focus? - Kalkine | Why Is TechnologyOne (ASX:TNE) in Focus Across Australian Technology Stocks? - kalkinemedia.com | Chart of the Week: Why ASX tech is poised for a comeback - Morningstar Australia | TechnologyOne is the lone bright spot in a brutal year for ASX tech - Market Index | How Investors May Respond To Technology One (ASX:TNE) Elevating CFO Into Regulated-Industries Leadership Role - simplywall.st,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
9,near_miss,WTC.AX,WISETECH GLOBAL LTD,36.26,12194348032,-3.79,-10.2,-11.67,0.87,5D <= -8.0%,,"Down 62%, are WiseTech shares now a buy, hold or sell? - The Motley Fool Australia | WiseTech Global (ASX:WTC) Shares Moved, What Is Behind The Latest Update? - simplywall.st | Why I’m buying WiseTech shares before the market catches on - The Motley Fool Australia | WiseTech Global (ASX:WTC): Is the Turnaround Near? - kalkinemedia.com | Chart of the Week: Can WiseTech shares finally bounce back? - Morningstar Australia",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
10,near_miss,L1G.AX,L1 GROUP LTD,1.18,3028530688,-2.48,-9.23,10.43,0.7,5D <= -8.0%,,"L1G Stock Price and Chart — ASX:L1G - TradingView | Why are L1 Group (ASX:L1G) Shares up Nearly 9% Today? - Kalkine | L1 Group Limited (ASX:L1G) - Shares, Dividends & News - intelligentinvestor.com.au | Why Brazilian Rare Earths, L1 Group, Silver Mines, and Xero shares are dropping today - The Motley Fool Australia | L1 Group Shares Pull Back 25% in March Following Rally – The Latest - thebull.com.au",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
