rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
1,near_miss,ASB.AX,AUSTAL LTD,4.38,1848685056,-6.01,2.34,6.05,1.38,1D <= -4.0%,,"Austal (ASX:ASB) Faces Takeover Attention After Wildcat Submits Non-Binding Proposal for Austal USA - Kalkine | Austal Shares Continue To Rebound, But Why? - thebull.com.au | Austal (ASX:ASB) Stock Loss Puts Its Earnings Story Under Fresh Scrutiny - Kalkine Media | Austal (ASX:ASB) in Focus as Market Reviews Defence Order Pipeline, Earnings Profile and Strategic Options - Kalkine | Austal shares jump as higher US$1.35 billion bid emerges for US business - Proactive Investors",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
2,near_miss,WGX.AX,WESTGOLD RESOURCES LTD,5.83,5504055296,-5.66,-7.61,0.17,2.52,1D <= -4.0%,,Westgold Resources (ASX:WGX) Draws Investor Attention After Share Price Weakness and Gold Sector Movements - Kalkine | Westgold Resources Limited Just Missed Earnings - But Analysts Have Updated Their Models - simplywall.st | The 5 best ASX 200 stocks to buy and hold in August revealed - The Motley Fool Australia | Westgold Resources (ASX: WGX): Record FY2026 Output and A$939 Million Treasury - Kalkine | Westgold Resources (ASX:WGX) Stock Rises 8% Amid Gold Sector Rally - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
3,near_miss,CU6.AX,CLARITY PHARMACEUTICALS LTD,2.24,835701952,-5.08,-1.32,-20.0,1.15,1D <= -4.0%; 20D <= -15.0%,,Clarity Pharmaceuticals Ltd (ASX:CU6) Stock Slides: What Investors Should Know - Kalkine | Clarity Pharmaceuticals (ASX:CU6) and 6 Healthcare Stocks to Watch - Kalkine Media | Clarity Pharmaceuticals Shares Close At 52-Week Low: The Latest - thebull.com.au | Clarity Pharmaceuticals (ASX:CU6) Advances SECuRE Trial With Additional Complete Responses - Kalkine | Clarity Pharmaceuticals (ASX:CU6): Why This ASX Healthcare Stock Investors May Be Watching Closely - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
4,near_miss,NGI.AX,NAVIGATOR GLOBAL INVESTMENTS,2.26,1379047936,-5.04,-6.22,-12.74,1.08,1D <= -4.0%,,Navigator Global Investments (ASX:NGI): Is the Market Underestimating This Financials Name? - Kalkine | Navigator Global Investments (ASX:NGI) Could Be 28% Undervalued On Earnings And Acquisition Plans - simplywall.st | ASX Value Opportunities Navigator Global Investments And 2 Stocks Estimated Below Intrinsic Value - Yahoo Finance | Navigator Global Investments (ASX:NGI): Can Rising AUM Translate Into FY27 Earnings? - Kalkine | Navigator Global Investments Completes Acquisition of Revenue Share Portfolio From Stable Asset Management - Moomoo,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
5,near_miss,PNV.AX,POLYNOVO LTD,1.0,690841984,-4.76,-1.96,5.82,0.48,1D <= -4.0%,,Polynovo Limited (ASX:PNV): Why This Under-the-Radar ASX Stock Could Be One to Watch in September - Kalkine | PolyNovo Limited (ASX:PNV) Shares Slammed 27% But Getting In Cheap Might Be Difficult Regardless - simplywall.st | PolyNovo Ltd (ASX:PNV): What's Behind the Wound Care Innovator's Share Price Slide - Kalkine | ASX Penny Stocks Spotlight Clarity Pharmaceuticals And 2 More Compelling Picks - simplywall.st | Why PolyNovo (ASX:PNV) Stock Is Under Pressure - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
6,near_miss,ELV.AX,ELEVRA LITHIUM LTD,7.62,1470818816,-4.75,-3.3,-16.17,1.28,1D <= -4.0%; 20D <= -15.0%,,Elevra Lithium Ltd (ASX:ELV) Corporate Presentation - Outlines Growth Strategy for North American Lithium Platform - ABN Newswire | Elevra Lithium Ltd (ASX: ELV) NAL Expansion Pre-Feasibility Study - marketscreener.com | Elevra Lithium (ASX:ELV) Remains in Focus Following Financing Package and Portfolio Simplification Update - Kalkine | Are Elevra Lithium (ASX:ELV) Watchers Reading The Reset Right? - Kalkine Media | Elevra Lithium (ASX:ELV): Should You Consider Stock After Sharp Drop? - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
7,near_miss,MFG.AX,MAGELLAN FINANCIAL GROUP LTD,8.67,2536910592,-4.73,1.29,-16.99,1.3,1D <= -4.0%; 20D <= -15.0%,,What Just Happened With Magellan Financial Group (ASX:MFG) Shares? - simplywall.st | What's Behind the Magellan Financial Group (ASX:MFG) Share Price Fall? - Kalkine | Magellan Financial Group (ASX:MFG): What Just Happened? - Kalkine Media | Magellan Financial Group posts FY26 earnings; to rebrand as Barrenjoey - The Motley Fool Australia | How Investors May Respond To Magellan Financial Group Stock As Earnings Slip And Dividend Lands - simplywall.st,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
8,near_miss,BOE.AX,BOSS ENERGY LTD,1.54,639369984,-4.64,6.94,2.67,0.82,1D <= -4.0%,,Why Is Boss Energy (ASX:BOE) Stock Down 16% Today? - Kalkine | Boss Energy reports profit turnaround and more uranium production in FY2026 - The Motley Fool Australia | Boss Energy (ASX:BOE) Shares Eye Inventory Upside After Profit Turn - simplywall.st | Boss Energy Upgraded: Bearish Analysts Shift Tone After 77% Selloff - thebull.com.au | Boss Energy Ltd (ASX:BOE): Charting Share Movement as the Uranium Producer Scales Up - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
9,near_miss,ELD.AX,ELDERS LTD,6.25,1346242560,-4.29,0.16,9.46,1.22,1D <= -4.0%,,"Elders (ASX:ELD) Shares in Focus as Market Monitors Agricultural Conditions and Transformation Plans - Kalkine | Elders (ASX:ELD): Rural Services Growth, Livestock Momentum and Leadership Transition Shape the Outlook - Kalkine | Can Elders (ASX:ELD) Keep Rallying After Its Rebound From Yearly Lows? - Kalkine Media | Which ASX 200 share is crashing 22% on half-year results? - The Motley Fool Australia | Getting In Cheap On Elders Limited (ASX:ELD) Might Be Difficult - simplywall.st",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
10,near_miss,SXE.AX,SOUTHERN CROSS ELECTRICAL,4.35,1341929472,-4.19,6.1,-4.4,0.64,1D <= -4.0%,,Southern Cross Electrical Engineering (ASX: SXE): Can This Industrial Contractor Surprise the Market? - Kalkine | ASX growth stocks: Analysts just hiked this stock's target price by 46% - Market Index | Southern Cross Electrical Engineering (ASX:SXE) Shares Face Statutory Profit Crunch - simplywall.st | Southern Cross Electrical Engineering Completes $150m Institutional Placement - smallcaps.com.au | Electrical contractor SCEE gets its $150m raise at razor-thin discount - AFR,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
